Client ID,Location,Month,Quarter,Year,Category,Distributor,Min Monthly Sales,Total Sales,Total Points,Points Worth ($)
2,"Tlalnepantla, Ciudad de Mexico",1,1,2018,C4,D5,59000,51951,0,0.0
2,"Tlalnepantla, Ciudad de Mexico",2,1,2018,C4,D5,59000,15301,0,0.0
2,"Tlalnepantla, Ciudad de Mexico",5,2,2018,C4,D5,59000,19807,0,0.0
2,"Tlalnepantla, Ciudad de Mexico",6,2,2018,C4,D5,59000,16916,0,0.0
2,"Tlalnepantla, Ciudad de Mexico",8,3,2018,C4,D5,59000,88353,1080,928.8
2,"Tlalnepantla, Ciudad de Mexico",9,3,2018,C4,D5,59000,35235,0,0.0
2,"Tlalnepantla, Ciudad de Mexico",10,4,2018,C4,D5,59000,26976,0,0.0
2,"Tlalnepantla, Ciudad de Mexico",11,4,2018,C4,D5,59000,51852,0,0.0
2,"Tlalnepantla, Ciudad de Mexico",12,4,2018,C4,D5,59000,22908,0,0.0
2,"Tlalnepantla, Ciudad de Mexico",1,1,2019,C4,D5,59000,32473,0,0.0
2,"Tlalnepantla, Ciudad de Mexico",2,1,2019,C4,D5,59000,44048,0,0.0
2,"Tlalnepantla, Ciudad de Mexico",3,1,2019,C4,D5,59000,13967,0,0.0
2,"Tlalnepantla, Ciudad de Mexico",4,2,2019,C4,D5,59000,85967,632,543.52
2,"Tlalnepantla, Ciudad de Mexico",5,2,2019,C4,D5,59000,11184,0,0.0
2,"Tlalnepantla, Ciudad de Mexico",6,2,2019,C4,D5,59000,59930,573,492.78
2,"Tlalnepantla, Ciudad de Mexico",7,3,2019,C4,D5,59000,37474,0,0.0
2,"Tlalnepantla, Ciudad de Mexico",8,3,2019,C4,D5,59000,41179,0,0.0
2,"Tlalnepantla, Ciudad de Mexico",9,3,2019,C4,D5,59000,13541,0,0.0
2,"Tlalnepantla, Ciudad de Mexico",10,4,2019,C3,D5,41000,13733,0,0.0
2,"Tlalnepantla, Ciudad de Mexico",11,4,2019,C3,D5,41000,47107,525,451.5
2,"Tlalnepantla, Ciudad de Mexico",12,4,2019,C3,D5,41000,21274,0,0.0
2,"Tlalnepantla, Ciudad de Mexico",1,1,2020,C3,D5,41000,27965,0,0.0
2,"Tlalnepantla, Ciudad de Mexico",2,1,2020,C3,D5,41000,11331,0,0.0
2,"Tlalnepantla, Ciudad de Mexico",3,1,2020,C3,D5,41000,10740,0,0.0
4,"Tlalnepantla, Ciudad de Mexico",1,1,2018,C2,D13,23000,11837,0,0.0
4,"Tlalnepantla, Ciudad de Mexico",2,1,2018,C2,D13,23000,1702,0,0.0
4,"Tlalnepantla, Ciudad de Mexico",3,1,2018,C2,D13,23000,12407,0,0.0
4,"Tlalnepantla, Ciudad de Mexico",4,2,2018,C2,D13,23000,24841,0,0.0
4,"Tlalnepantla, Ciudad de Mexico",5,2,2018,C2,D13,23000,13277,0,0.0
4,"Tlalnepantla, Ciudad de Mexico",6,2,2018,C2,D13,23000,6244,0,0.0
4,"Tlalnepantla, Ciudad de Mexico",7,3,2018,C2,D13,23000,6630,0,0.0
4,"Tlalnepantla, Ciudad de Mexico",8,3,2018,C2,D13,23000,5065,0,0.0
4,"Tlalnepantla, Ciudad de Mexico",9,3,2018,C2,D13,23000,4687,0,0.0
10,"Tlalnepantla, Ciudad de Mexico",1,1,2018,C4,D12,59000,76671,804,691.4399999999999
10,"Tlalnepantla, Ciudad de Mexico",2,1,2018,C4,D12,59000,72452,910,782.6
10,"Tlalnepantla, Ciudad de Mexico",3,1,2018,C4,D12,59000,70312,10828,9312.08
10,"Tlalnepantla, Ciudad de Mexico",4,2,2018,C4,D12,59000,63434,534,459.24
10,"Tlalnepantla, Ciudad de Mexico",5,2,2018,C4,D12,59000,29142,0,0.0
10,"Tlalnepantla, Ciudad de Mexico",6,2,2018,C4,D12,59000,141615,11807,10154.02
10,"Tlalnepantla, Ciudad de Mexico",7,3,2018,C4,D12,59000,23602,0,0.0
10,"Tlalnepantla, Ciudad de Mexico",8,3,2018,C4,D12,59000,40723,0,0.0
10,"Tlalnepantla, Ciudad de Mexico",9,3,2018,C4,D12,59000,58287,0,0.0
10,"Tlalnepantla, Ciudad de Mexico",10,4,2018,C4,D12,59000,43656,0,0.0
10,"Tlalnepantla, Ciudad de Mexico",11,4,2018,C4,D12,59000,152503,2261,1944.46
10,"Tlalnepantla, Ciudad de Mexico",12,4,2018,C4,D12,59000,113993,11266,9688.76
10,"Tlalnepantla, Ciudad de Mexico",1,1,2019,C4,D12,59000,143904,1736,1492.96
10,"Tlalnepantla, Ciudad de Mexico",2,1,2019,C4,D12,59000,24324,0,0.0
10,"Tlalnepantla, Ciudad de Mexico",3,1,2019,C4,D12,59000,83438,10786,9275.96
10,"Tlalnepantla, Ciudad de Mexico",4,2,2019,C4,D12,59000,15115,0,0.0
10,"Tlalnepantla, Ciudad de Mexico",5,2,2019,C4,D12,59000,26997,0,0.0
10,"Tlalnepantla, Ciudad de Mexico",6,2,2019,C4,D12,59000,63433,466,400.76
10,"Tlalnepantla, Ciudad de Mexico",7,3,2019,C4,D12,59000,128050,787,676.8199999999999
10,"Tlalnepantla, Ciudad de Mexico",8,3,2019,C4,D12,59000,42079,0,0.0
10,"Tlalnepantla, Ciudad de Mexico",9,3,2019,C4,D12,59000,38976,10200,8772.0
10,"Tlalnepantla, Ciudad de Mexico",10,4,2019,C4,D12,59000,151717,1567,1347.62
10,"Tlalnepantla, Ciudad de Mexico",11,4,2019,C4,D12,59000,122885,901,774.86
10,"Tlalnepantla, Ciudad de Mexico",12,4,2019,C4,D12,59000,168050,11283,9703.38
10,"Tlalnepantla, Ciudad de Mexico",1,1,2020,C4,D12,59000,80404,475,408.5
10,"Tlalnepantla, Ciudad de Mexico",2,1,2020,C4,D12,59000,108742,1141,981.26
10,"Tlalnepantla, Ciudad de Mexico",3,1,2020,C4,D12,59000,55390,10200,8772.0
10,"Tlalnepantla, Ciudad de Mexico",4,2,2020,C4,D12,59000,38162,0,0.0
10,"Tlalnepantla, Ciudad de Mexico",5,2,2020,C4,D12,59000,34226,0,0.0
10,"Tlalnepantla, Ciudad de Mexico",6,2,2020,C4,D12,59000,198152,12247,10532.42
10,"Tlalnepantla, Ciudad de Mexico",8,3,2020,C4,D12,59000,21294,0,0.0
10,"Tlalnepantla, Ciudad de Mexico",9,3,2020,C4,D12,59000,2496,0,0.0
12,"Villahermosa, Tabasco",1,1,2018,C6,D10,183000,369844,1354,1164.44
12,"Villahermosa, Tabasco",2,1,2018,C6,D10,183000,322736,1242,1068.12
12,"Villahermosa, Tabasco",3,1,2018,C6,D10,183000,362762,18261,15704.46
12,"Villahermosa, Tabasco",4,2,2018,C6,D10,183000,365826,1434,1233.24
12,"Villahermosa, Tabasco",5,2,2018,C6,D10,183000,309706,1345,1156.7
12,"Villahermosa, Tabasco",6,2,2018,C6,D10,183000,370303,18059,15530.74
12,"Villahermosa, Tabasco",7,3,2018,C6,D10,183000,435753,1691,1454.26
12,"Villahermosa, Tabasco",8,3,2018,C6,D10,183000,409722,1243,1068.98
12,"Villahermosa, Tabasco",9,3,2018,C6,D10,183000,296695,17894,15388.84
12,"Villahermosa, Tabasco",10,4,2018,C6,D10,183000,313768,1330,1143.8
12,"Villahermosa, Tabasco",11,4,2018,C6,D10,183000,375378,1341,1153.26
12,"Villahermosa, Tabasco",12,4,2018,C6,D10,183000,332889,17865,15363.9
12,"Villahermosa, Tabasco",1,1,2019,C6,D10,183000,411258,1315,1130.9
12,"Villahermosa, Tabasco",2,1,2019,C6,D10,183000,342478,1374,1181.6399999999999
12,"Villahermosa, Tabasco",3,1,2019,C6,D10,183000,399410,18123,15585.78
12,"Villahermosa, Tabasco",4,2,2019,C6,D10,183000,394742,1164,1001.04
12,"Villahermosa, Tabasco",5,2,2019,C6,D10,183000,391003,1315,1130.9
12,"Villahermosa, Tabasco",6,2,2019,C6,D10,183000,413231,18198,15650.28
12,"Villahermosa, Tabasco",7,3,2019,C6,D10,183000,477449,1326,1140.36
12,"Villahermosa, Tabasco",8,3,2019,C6,D10,183000,425450,1329,1142.94
12,"Villahermosa, Tabasco",9,3,2019,C6,D10,183000,300162,17821,15326.06
12,"Villahermosa, Tabasco",10,4,2019,C6,D10,183000,424720,1278,1099.08
12,"Villahermosa, Tabasco",11,4,2019,C6,D10,183000,456992,1141,981.26
12,"Villahermosa, Tabasco",12,4,2019,C6,D10,183000,543425,70766,60858.76
12,"Villahermosa, Tabasco",1,1,2020,C6,D10,183000,543425,1516,1303.76
12,"Villahermosa, Tabasco",2,1,2020,C6,D10,183000,470153,1516,1303.76
12,"Villahermosa, Tabasco",3,1,2020,C6,D10,183000,392375,18147,15606.42
12,"Villahermosa, Tabasco",4,2,2020,C6,D10,183000,213074,510,438.59999999999997
12,"Villahermosa, Tabasco",5,2,2020,C6,D10,183000,182801,0,0.0
12,"Villahermosa, Tabasco",6,2,2020,C6,D10,183000,226835,17640,15170.4
12,"Villahermosa, Tabasco",7,3,2020,C6,D10,183000,219575,671,577.06
12,"Villahermosa, Tabasco",8,3,2020,C6,D10,183000,269567,949,816.14
12,"Villahermosa, Tabasco",9,3,2020,C6,D10,183000,300657,17633,15164.38
12,"Villahermosa, Tabasco",10,4,2020,C6,D10,183000,300370,846,727.56
12,"Villahermosa, Tabasco",11,4,2020,C6,D10,183000,269570,579,497.94
12,"Villahermosa, Tabasco",12,4,2020,C6,D10,183000,314472,17551,15093.86
13,"Tuxtla Gutierrez, Chiapas",1,1,2018,C4,D13,59000,102713,441,379.26
13,"Tuxtla Gutierrez, Chiapas",2,1,2018,C4,D13,59000,55562,492,423.12
13,"Tuxtla Gutierrez, Chiapas",3,1,2018,C4,D13,59000,45427,10200,8772.0
13,"Tuxtla Gutierrez, Chiapas",4,2,2018,C4,D13,59000,53484,0,0.0
13,"Tuxtla Gutierrez, Chiapas",5,2,2018,C4,D13,59000,80543,553,475.58
13,"Tuxtla Gutierrez, Chiapas",6,2,2018,C4,D13,59000,62893,10597,9113.42
13,"Tuxtla Gutierrez, Chiapas",7,3,2018,C4,D13,59000,76376,503,432.58
13,"Tuxtla Gutierrez, Chiapas",8,3,2018,C4,D13,59000,18716,0,0.0
14,"Tuxtla Gutierrez, Chiapas",1,1,2018,C6,D5,183000,260878,733,630.38
14,"Tuxtla Gutierrez, Chiapas",2,1,2018,C6,D5,183000,226535,877,754.22
14,"Tuxtla Gutierrez, Chiapas",3,1,2018,C6,D5,183000,301987,18111,15575.46
14,"Tuxtla Gutierrez, Chiapas",4,2,2018,C6,D5,183000,253165,893,767.98
14,"Tuxtla Gutierrez, Chiapas",5,2,2018,C6,D5,183000,385816,1869,1607.34
14,"Tuxtla Gutierrez, Chiapas",6,2,2018,C6,D5,183000,305129,18049,15522.14
14,"Tuxtla Gutierrez, Chiapas",7,3,2018,C6,D5,183000,352588,2104,1809.44
14,"Tuxtla Gutierrez, Chiapas",8,3,2018,C6,D5,183000,358221,2360,2029.6
14,"Tuxtla Gutierrez, Chiapas",9,3,2018,C6,D5,183000,180096,16750,14405.0
14,"Tuxtla Gutierrez, Chiapas",10,4,2018,C6,D5,183000,211451,1063,914.18
14,"Tuxtla Gutierrez, Chiapas",11,4,2018,C6,D5,183000,267372,1737,1493.82
14,"Tuxtla Gutierrez, Chiapas",12,4,2018,C6,D5,183000,275731,18597,15993.42
14,"Tuxtla Gutierrez, Chiapas",1,1,2019,C6,D5,183000,352050,2054,1766.44
14,"Tuxtla Gutierrez, Chiapas",2,1,2019,C6,D5,183000,197355,832,715.52
14,"Tuxtla Gutierrez, Chiapas",3,1,2019,C6,D5,183000,279723,17588,15125.68
14,"Tuxtla Gutierrez, Chiapas",4,2,2019,C6,D5,183000,206436,1139,979.54
14,"Tuxtla Gutierrez, Chiapas",5,2,2019,C6,D5,183000,132527,0,0.0
14,"Tuxtla Gutierrez, Chiapas",6,2,2019,C6,D5,183000,275300,18308,15744.88
14,"Tuxtla Gutierrez, Chiapas",7,3,2019,C6,D5,183000,218914,1051,903.86
14,"Tuxtla Gutierrez, Chiapas",8,3,2019,C6,D5,183000,384491,1922,1652.92
14,"Tuxtla Gutierrez, Chiapas",9,3,2019,C6,D5,183000,128537,16750,14405.0
14,"Tuxtla Gutierrez, Chiapas",10,4,2019,C6,D5,183000,178502,0,0.0
14,"Tuxtla Gutierrez, Chiapas",11,4,2019,C6,D5,183000,217519,839,721.54
14,"Tuxtla Gutierrez, Chiapas",12,4,2019,C6,D5,183000,240997,17842,15344.119999999999
14,"Tuxtla Gutierrez, Chiapas",1,1,2020,C6,D5,183000,231782,1348,1159.28
14,"Tuxtla Gutierrez, Chiapas",2,1,2020,C6,D5,183000,233925,1050,903.0
14,"Tuxtla Gutierrez, Chiapas",3,1,2020,C6,D5,183000,149093,16750,14405.0
14,"Tuxtla Gutierrez, Chiapas",4,2,2020,C6,D5,183000,157337,0,0.0
14,"Tuxtla Gutierrez, Chiapas",5,2,2020,C6,D5,183000,107782,0,0.0
14,"Tuxtla Gutierrez, Chiapas",6,2,2020,C6,D5,183000,195360,961,826.46
14,"Tuxtla Gutierrez, Chiapas",7,3,2020,C6,D5,183000,246997,1101,946.86
14,"Tuxtla Gutierrez, Chiapas",8,3,2020,C6,D5,183000,322014,1425,1225.5
14,"Tuxtla Gutierrez, Chiapas",9,3,2020,C6,D5,183000,325058,17850,15351.0
14,"Tuxtla Gutierrez, Chiapas",10,4,2020,C6,D5,183000,259673,1152,990.72
14,"Tuxtla Gutierrez, Chiapas",11,4,2020,C6,D5,183000,182648,0,0.0
14,"Tuxtla Gutierrez, Chiapas",12,4,2020,C6,D5,183000,288021,17982,15464.52
15,"Tuxtla Gutierrez, Chiapas",1,1,2018,C5,D3,115000,171049,919,790.34
15,"Tuxtla Gutierrez, Chiapas",2,1,2018,C5,D3,115000,133770,750,645.0
15,"Tuxtla Gutierrez, Chiapas",3,1,2018,C5,D3,115000,140321,14002,12041.72
15,"Tuxtla Gutierrez, Chiapas",4,2,2018,C5,D3,115000,142888,541,465.26
15,"Tuxtla Gutierrez, Chiapas",5,2,2018,C5,D3,115000,164236,696,598.56
15,"Tuxtla Gutierrez, Chiapas",6,2,2018,C5,D3,115000,112161,13375,11502.5
15,"Tuxtla Gutierrez, Chiapas",7,3,2018,C5,D3,115000,156502,744,639.84
15,"Tuxtla Gutierrez, Chiapas",8,3,2018,C5,D3,115000,182482,882,758.52
15,"Tuxtla Gutierrez, Chiapas",9,3,2018,C5,D3,115000,178612,14097,12123.42
15,"Tuxtla Gutierrez, Chiapas",10,4,2018,C5,D3,115000,185459,817,702.62
15,"Tuxtla Gutierrez, Chiapas",11,4,2018,C5,D3,115000,146006,610,524.6
15,"Tuxtla Gutierrez, Chiapas",12,4,2018,C5,D3,115000,165988,14009,12047.74
15,"Tuxtla Gutierrez, Chiapas",1,1,2019,C5,D3,115000,149382,547,470.42
15,"Tuxtla Gutierrez, Chiapas",4,2,2019,C5,D3,115000,1580,0,0.0
15,"Tuxtla Gutierrez, Chiapas",5,2,2019,C5,D3,115000,3249,0,0.0
15,"Tuxtla Gutierrez, Chiapas",9,3,2019,C5,D3,115000,2621,0,0.0
15,"Tuxtla Gutierrez, Chiapas",10,4,2019,C5,D3,115000,3661,0,0.0
15,"Tuxtla Gutierrez, Chiapas",11,4,2019,C5,D3,115000,4985,0,0.0
15,"Tuxtla Gutierrez, Chiapas",12,4,2019,C5,D3,115000,12035,0,0.0
16,"Pachuca, Hidalgo",1,1,2018,C3,D8,41000,39246,241,207.26
16,"Pachuca, Hidalgo",2,1,2018,C3,D8,41000,36104,0,0.0
16,"Pachuca, Hidalgo",3,1,2018,C3,D8,41000,48424,4132,3553.52
16,"Pachuca, Hidalgo",4,2,2018,C3,D8,41000,48820,347,298.42
16,"Pachuca, Hidalgo",5,2,2018,C3,D8,41000,39652,0,0.0
16,"Pachuca, Hidalgo",6,2,2018,C3,D8,41000,32613,0,0.0
16,"Pachuca, Hidalgo",7,3,2018,C3,D8,41000,31872,0,0.0
16,"Pachuca, Hidalgo",8,3,2018,C3,D8,41000,53693,303,260.58
16,"Pachuca, Hidalgo",9,3,2018,C3,D8,41000,47710,4096,3522.56
16,"Pachuca, Hidalgo",10,4,2018,C3,D8,41000,34865,0,0.0
16,"Pachuca, Hidalgo",11,4,2018,C3,D8,41000,43742,198,170.28
16,"Pachuca, Hidalgo",12,4,2018,C3,D8,41000,44462,4083,3511.38
16,"Pachuca, Hidalgo",1,1,2019,C3,D8,41000,54892,220,189.2
16,"Pachuca, Hidalgo",2,1,2019,C3,D8,41000,18294,0,0.0
16,"Pachuca, Hidalgo",3,1,2019,C3,D8,41000,18878,0,0.0
16,"Pachuca, Hidalgo",4,2,2019,C3,D8,41000,42494,302,259.71999999999997
16,"Pachuca, Hidalgo",5,2,2019,C3,D8,41000,37077,0,0.0
16,"Pachuca, Hidalgo",6,2,2019,C3,D8,41000,32049,0,0.0
16,"Pachuca, Hidalgo",7,3,2019,C3,D8,41000,25395,0,0.0
16,"Pachuca, Hidalgo",8,3,2019,C3,D8,41000,43271,272,233.92
16,"Pachuca, Hidalgo",9,3,2019,C3,D8,41000,29848,0,0.0
16,"Pachuca, Hidalgo",10,4,2019,C3,D8,41000,33569,0,0.0
16,"Pachuca, Hidalgo",11,4,2019,C3,D8,41000,33944,0,0.0
16,"Pachuca, Hidalgo",12,4,2019,C3,D8,41000,62150,4110,3534.6
16,"Pachuca, Hidalgo",1,1,2020,C2,D8,23000,35173,228,196.07999999999998
16,"Pachuca, Hidalgo",2,1,2020,C2,D8,23000,53322,438,376.68
16,"Pachuca, Hidalgo",3,1,2020,C2,D8,23000,19285,4894,4208.84
16,"Pachuca, Hidalgo",4,2,2020,C2,D8,23000,20579,0,0.0
16,"Pachuca, Hidalgo",5,2,2020,C2,D8,23000,20978,0,0.0
16,"Pachuca, Hidalgo",6,2,2020,C2,D8,23000,40533,5110,4394.6
16,"Pachuca, Hidalgo",7,3,2020,C2,D8,23000,41358,252,216.72
16,"Pachuca, Hidalgo",8,3,2020,C2,D8,23000,21879,0,0.0
16,"Pachuca, Hidalgo",9,3,2020,C2,D8,23000,40407,5139,4419.54
16,"Pachuca, Hidalgo",10,4,2020,C2,D8,23000,27109,171,147.06
16,"Pachuca, Hidalgo",11,4,2020,C2,D8,23000,40948,297,255.42
16,"Pachuca, Hidalgo",12,4,2020,C2,D8,23000,50364,5127,4409.22
17,"Pachuca, Hidalgo",1,1,2018,C5,D13,115000,66139,0,0.0
17,"Pachuca, Hidalgo",2,1,2018,C5,D13,115000,28208,0,0.0
17,"Pachuca, Hidalgo",3,1,2018,C5,D13,115000,192605,1493,1283.98
17,"Pachuca, Hidalgo",4,2,2018,C5,D13,115000,80314,0,0.0
17,"Pachuca, Hidalgo",5,2,2018,C5,D13,115000,91345,0,0.0
17,"Pachuca, Hidalgo",6,2,2018,C5,D13,115000,67738,0,0.0
17,"Pachuca, Hidalgo",7,3,2018,C5,D13,115000,222956,2593,2229.98
17,"Pachuca, Hidalgo",8,3,2018,C5,D13,115000,113914,0,0.0
17,"Pachuca, Hidalgo",9,3,2018,C5,D13,115000,44687,13375,11502.5
17,"Pachuca, Hidalgo",10,4,2018,C5,D13,115000,40734,0,0.0
17,"Pachuca, Hidalgo",11,4,2018,C5,D13,115000,50793,0,0.0
17,"Pachuca, Hidalgo",12,4,2018,C5,D13,115000,337773,16297,14015.42
17,"Pachuca, Hidalgo",1,1,2019,C5,D13,115000,28660,0,0.0
17,"Pachuca, Hidalgo",2,1,2019,C5,D13,115000,42732,0,0.0
17,"Pachuca, Hidalgo",3,1,2019,C5,D13,115000,39355,0,0.0
17,"Pachuca, Hidalgo",4,2,2019,C5,D13,115000,239053,2417,2078.62
17,"Pachuca, Hidalgo",5,2,2019,C5,D13,115000,53659,0,0.0
17,"Pachuca, Hidalgo",6,2,2019,C5,D13,115000,54452,8875,7632.5
17,"Pachuca, Hidalgo",7,3,2019,C5,D13,115000,53760,0,0.0
17,"Pachuca, Hidalgo",8,3,2019,C5,D13,115000,73356,0,0.0
17,"Pachuca, Hidalgo",9,3,2019,C5,D13,115000,59159,0,0.0
17,"Pachuca, Hidalgo",10,4,2019,C5,D13,115000,58919,0,0.0
17,"Pachuca, Hidalgo",11,4,2019,C5,D13,115000,183053,2495,2145.7
17,"Pachuca, Hidalgo",12,4,2019,C5,D13,115000,48364,0,0.0
17,"Pachuca, Hidalgo",1,1,2020,C4,D13,59000,103381,747,642.42
17,"Pachuca, Hidalgo",2,1,2020,C4,D13,59000,15258,0,0.0
17,"Pachuca, Hidalgo",3,1,2020,C4,D13,59000,762,0,0.0
21,"Pachuca, Hidalgo",1,1,2018,C4,D5,59000,43697,0,0.0
21,"Pachuca, Hidalgo",2,1,2018,C4,D5,59000,102840,1230,1057.8
21,"Pachuca, Hidalgo",3,1,2018,C4,D5,59000,41436,10200,8772.0
21,"Pachuca, Hidalgo",4,2,2018,C4,D5,59000,55481,0,0.0
21,"Pachuca, Hidalgo",5,2,2018,C4,D5,59000,61044,546,469.56
21,"Pachuca, Hidalgo",6,2,2018,C4,D5,59000,50399,0,0.0
21,"Pachuca, Hidalgo",7,3,2018,C4,D5,59000,127571,1614,1388.04
21,"Pachuca, Hidalgo",8,3,2018,C4,D5,59000,52535,0,0.0
21,"Pachuca, Hidalgo",9,3,2018,C4,D5,59000,45431,10200,8772.0
21,"Pachuca, Hidalgo",10,4,2018,C4,D5,59000,78332,848,729.28
21,"Pachuca, Hidalgo",11,4,2018,C4,D5,59000,82837,840,722.4
21,"Pachuca, Hidalgo",12,4,2018,C4,D5,59000,75063,11063,9514.18
21,"Pachuca, Hidalgo",1,1,2019,C4,D5,59000,66757,771,663.06
21,"Pachuca, Hidalgo",2,1,2019,C4,D5,59000,69336,874,751.64
21,"Pachuca, Hidalgo",3,1,2019,C4,D5,59000,92836,11247,9672.42
21,"Pachuca, Hidalgo",4,2,2019,C4,D5,59000,52564,0,0.0
21,"Pachuca, Hidalgo",5,2,2019,C4,D5,59000,73552,776,667.36
21,"Pachuca, Hidalgo",6,2,2019,C4,D5,59000,50256,0,0.0
21,"Pachuca, Hidalgo",7,3,2019,C4,D5,59000,69813,510,438.59999999999997
21,"Pachuca, Hidalgo",8,3,2019,C4,D5,59000,77207,859,738.74
21,"Pachuca, Hidalgo",9,3,2019,C4,D5,59000,78856,10814,9300.039999999999
21,"Pachuca, Hidalgo",10,4,2019,C4,D5,59000,84193,759,652.74
21,"Pachuca, Hidalgo",11,4,2019,C4,D5,59000,86760,770,662.2
21,"Pachuca, Hidalgo",12,4,2019,C4,D5,59000,112714,11218,9647.48
21,"Pachuca, Hidalgo",1,1,2020,C4,D5,59000,105870,943,810.98
21,"Pachuca, Hidalgo",2,1,2020,C4,D5,59000,86618,797,685.42
21,"Pachuca, Hidalgo",3,1,2020,C4,D5,59000,37550,10200,8772.0
21,"Pachuca, Hidalgo",4,2,2020,C4,D5,59000,48461,0,0.0
21,"Pachuca, Hidalgo",5,2,2020,C4,D5,59000,50180,0,0.0
21,"Pachuca, Hidalgo",6,2,2020,C4,D5,59000,68786,643,552.98
21,"Pachuca, Hidalgo",7,3,2020,C4,D5,59000,84665,836,718.96
21,"Pachuca, Hidalgo",8,3,2020,C4,D5,59000,62280,675,580.5
21,"Pachuca, Hidalgo",9,3,2020,C4,D5,59000,84835,11059,9510.74
21,"Pachuca, Hidalgo",10,4,2020,C4,D5,59000,100872,887,762.8199999999999
21,"Pachuca, Hidalgo",11,4,2020,C4,D5,59000,67546,705,606.3
21,"Pachuca, Hidalgo",12,4,2020,C4,D5,59000,78374,11000,9460.0
23,"Guadalajara, Jalisco",1,1,2018,C6,D2,183000,199129,675,580.5
23,"Guadalajara, Jalisco",2,1,2018,C6,D2,183000,162742,0,0.0
23,"Guadalajara, Jalisco",3,1,2018,C6,D2,183000,190340,12157,10455.02
23,"Guadalajara, Jalisco",4,2,2018,C6,D2,183000,217074,552,474.71999999999997
23,"Guadalajara, Jalisco",5,2,2018,C6,D2,183000,195853,492,423.12
23,"Guadalajara, Jalisco",6,2,2018,C6,D2,183000,172697,11750,10105.0
23,"Guadalajara, Jalisco",7,3,2018,C6,D2,183000,184970,521,448.06
23,"Guadalajara, Jalisco",8,3,2018,C6,D2,183000,226745,699,601.14
23,"Guadalajara, Jalisco",9,3,2018,C6,D2,183000,221792,17398,14962.28
23,"Guadalajara, Jalisco",10,4,2018,C6,D2,183000,228770,628,540.08
23,"Guadalajara, Jalisco",11,4,2018,C6,D2,183000,192241,436,374.96
23,"Guadalajara, Jalisco",12,4,2018,C6,D2,183000,221021,69856,60076.159999999996
23,"Guadalajara, Jalisco",1,1,2019,C6,D2,183000,257776,542,466.12
23,"Guadalajara, Jalisco",2,1,2019,C6,D2,183000,180919,0,0.0
23,"Guadalajara, Jalisco",3,1,2019,C6,D2,183000,197130,17472,15025.92
23,"Guadalajara, Jalisco",4,2,2019,C6,D2,183000,193700,465,399.9
23,"Guadalajara, Jalisco",5,2,2019,C6,D2,183000,203226,542,466.12
23,"Guadalajara, Jalisco",6,2,2019,C6,D2,183000,149211,0,0.0
23,"Guadalajara, Jalisco",7,3,2019,C6,D2,183000,250114,758,651.88
23,"Guadalajara, Jalisco",8,3,2019,C6,D2,183000,211540,687,590.8199999999999
23,"Guadalajara, Jalisco",9,3,2019,C6,D2,183000,204518,17269,14851.34
23,"Guadalajara, Jalisco",10,4,2019,C6,D2,183000,197481,642,552.12
23,"Guadalajara, Jalisco",11,4,2019,C6,D2,183000,241021,684,588.24
23,"Guadalajara, Jalisco",12,4,2019,C6,D2,183000,312514,70196,60368.56
23,"Guadalajara, Jalisco",1,1,2020,C6,D2,183000,273227,462,397.32
23,"Guadalajara, Jalisco",2,1,2020,C6,D2,183000,199885,700,602.0
23,"Guadalajara, Jalisco",3,1,2020,C6,D2,183000,162650,16750,14405.0
23,"Guadalajara, Jalisco",4,2,2020,C6,D2,183000,35710,0,0.0
23,"Guadalajara, Jalisco",7,3,2020,C6,D2,183000,201483,488,419.68
23,"Guadalajara, Jalisco",8,3,2020,C6,D2,183000,191588,476,409.36
23,"Guadalajara, Jalisco",9,3,2020,C6,D2,183000,184723,12221,10510.06
23,"Guadalajara, Jalisco",10,4,2020,C6,D2,183000,156721,0,0.0
23,"Guadalajara, Jalisco",11,4,2020,C6,D2,183000,191109,278,239.07999999999998
23,"Guadalajara, Jalisco",12,4,2020,C6,D2,183000,203217,12365,10633.9
24,"Guadalajara, Jalisco",1,1,2018,C2,D5,23000,28580,202,173.72
24,"Guadalajara, Jalisco",2,1,2018,C2,D5,23000,28527,157,135.02
24,"Guadalajara, Jalisco",3,1,2018,C2,D5,23000,24937,5049,4342.14
24,"Guadalajara, Jalisco",4,2,2018,C2,D5,23000,27829,228,196.07999999999998
24,"Guadalajara, Jalisco",5,2,2018,C2,D5,23000,26281,220,189.2
24,"Guadalajara, Jalisco",6,2,2018,C2,D5,23000,26725,5012,4310.32
24,"Guadalajara, Jalisco",7,3,2018,C2,D5,23000,26837,71,61.06
24,"Guadalajara, Jalisco",8,3,2018,C2,D5,23000,32073,187,160.82
24,"Guadalajara, Jalisco",9,3,2018,C2,D5,23000,24165,5064,4355.04
24,"Guadalajara, Jalisco",10,4,2018,C2,D5,23000,46984,318,273.48
24,"Guadalajara, Jalisco",11,4,2018,C2,D5,23000,29294,250,215.0
24,"Guadalajara, Jalisco",12,4,2018,C2,D5,23000,48262,5144,4423.84
24,"Guadalajara, Jalisco",1,1,2019,C2,D5,23000,51655,233,200.38
24,"Guadalajara, Jalisco",2,1,2019,C2,D5,23000,39428,217,186.62
24,"Guadalajara, Jalisco",3,1,2019,C2,D5,23000,50949,5126,4408.36
24,"Guadalajara, Jalisco",4,2,2019,C2,D5,23000,39358,154,132.44
